#name,startNode,endNode,startDirection,endDirection,EOLchannelcount,channelplan,fibername,protection,working,protector,parameter1,parameter2,parameter3,parameter4,parameter5,dhcpPoolDomainName
#Version 5.1,,,,,,,,,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0055,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0057,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0059,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0061,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0063,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0065,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0067,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0069,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0071,Unprotected,,,,,,,,
Albuquerque_Dallas_01,Albuquerque,Dallas,1,2,96,96 Standard hiT 7300+,F0073,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0074,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0072,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0070,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0068,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0066,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0064,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0062,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0060,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0058,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0056,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0054,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0052,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0050,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0048,Unprotected,,,,,,,,
Dallas_Albuquerque_01,Dallas,Albuquerque,2,1,96,96 Standard hiT 7300+,F0046,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0075,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0077,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0079,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0081,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0083,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0085,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0087,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0089,Unprotected,,,,,,,,
Albuquerque_Denver_01,Albuquerque,Denver,2,1,96,96 Standard hiT 7300+,F0091,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0092,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0090,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0088,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0086,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0084,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0082,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0080,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0078,Unprotected,,,,,,,,
Denver_Albuquerque_01,Denver,Albuquerque,1,2,96,96 Standard hiT 7300+,F0076,Unprotected,,,,,,,,
Albuquerque_ElPaso_01,Albuquerque,ElPaso,3,2,96,96 Standard hiT 7300+,F0093,Unprotected,,,,,,,,
Albuquerque_ElPaso_01,Albuquerque,ElPaso,3,2,96,96 Standard hiT 7300+,F0095,Unprotected,,,,,,,,
Albuquerque_ElPaso_01,Albuquerque,ElPaso,3,2,96,96 Standard hiT 7300+,F0097,Unprotected,,,,,,,,
Albuquerque_ElPaso_01,Albuquerque,ElPaso,3,2,96,96 Standard hiT 7300+,F0099,Unprotected,,,,,,,,
Albuquerque_ElPaso_01,Albuquerque,ElPaso,3,2,96,96 Standard hiT 7300+,F0101,Unprotected,,,,,,,,
Albuquerque_ElPaso_01,Albuquerque,ElPaso,3,2,96,96 Standard hiT 7300+,F0103,Unprotected,,,,,,,,
ElPaso_Albuquerque_01,ElPaso,Albuquerque,2,3,96,96 Standard hiT 7300+,F0104,Unprotected,,,,,,,,
ElPaso_Albuquerque_01,ElPaso,Albuquerque,2,3,96,96 Standard hiT 7300+,F0102,Unprotected,,,,,,,,
ElPaso_Albuquerque_01,ElPaso,Albuquerque,2,3,96,96 Standard hiT 7300+,F0100,Unprotected,,,,,,,,
ElPaso_Albuquerque_01,ElPaso,Albuquerque,2,3,96,96 Standard hiT 7300+,F0098,Unprotected,,,,,,,,
ElPaso_Albuquerque_01,ElPaso,Albuquerque,2,3,96,96 Standard hiT 7300+,F0096,Unprotected,,,,,,,,
ElPaso_Albuquerque_01,ElPaso,Albuquerque,2,3,96,96 Standard hiT 7300+,F0094,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0105,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0107,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0109,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0111,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0113,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0115,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0117,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0119,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0121,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0123,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0125,Unprotected,,,,,,,,
Albuquerque_LasVegas_01,Albuquerque,LasVegas,4,1,96,96 Standard hiT 7300+,F0127,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0128,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0126,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0124,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0122,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0120,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0118,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0116,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0114,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0112,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0110,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0108,Unprotected,,,,,,,,
LasVegas_Albuquerque_01,LasVegas,Albuquerque,1,4,96,96 Standard hiT 7300+,F0106,Unprotected,,,,,,,,
Atlanta_Birmingham_01,Atlanta,Birmingham,1,1,96,96 Standard hiT 7300+,F0129,Unprotected,,,,,,,,
Atlanta_Birmingham_01,Atlanta,Birmingham,1,1,96,96 Standard hiT 7300+,F0131,Unprotected,,,,,,,,
Atlanta_Birmingham_01,Atlanta,Birmingham,1,1,96,96 Standard hiT 7300+,F0133,Unprotected,,,,,,,,
Atlanta_Birmingham_01,Atlanta,Birmingham,1,1,96,96 Standard hiT 7300+,F0135,Unprotected,,,,,,,,
Birmingham_Atlanta_01,Birmingham,Atlanta,1,1,96,96 Standard hiT 7300+,F0136,Unprotected,,,,,,,,
Birmingham_Atlanta_01,Birmingham,Atlanta,1,1,96,96 Standard hiT 7300+,F0134,Unprotected,,,,,,,,
Birmingham_Atlanta_01,Birmingham,Atlanta,1,1,96,96 Standard hiT 7300+,F0132,Unprotected,,,,,,,,
Birmingham_Atlanta_01,Birmingham,Atlanta,1,1,96,96 Standard hiT 7300+,F0130,Unprotected,,,,,,,,
Atlanta_Charlotte_01,Atlanta,Charlotte,2,1,96,96 Standard hiT 7300+,F0137,Unprotected,,,,,,,,
Atlanta_Charlotte_01,Atlanta,Charlotte,2,1,96,96 Standard hiT 7300+,F0139,Unprotected,,,,,,,,
Atlanta_Charlotte_01,Atlanta,Charlotte,2,1,96,96 Standard hiT 7300+,F0141,Unprotected,,,,,,,,
Atlanta_Charlotte_01,Atlanta,Charlotte,2,1,96,96 Standard hiT 7300+,F0143,Unprotected,,,,,,,,
Atlanta_Charlotte_01,Atlanta,Charlotte,2,1,96,96 Standard hiT 7300+,F0145,Unprotected,,,,,,,,
Atlanta_Charlotte_01,Atlanta,Charlotte,2,1,96,96 Standard hiT 7300+,F0147,Unprotected,,,,,,,,
Charlotte_Atlanta_01,Charlotte,Atlanta,1,2,96,96 Standard hiT 7300+,F0148,Unprotected,,,,,,,,
Charlotte_Atlanta_01,Charlotte,Atlanta,1,2,96,96 Standard hiT 7300+,F0146,Unprotected,,,,,,,,
Charlotte_Atlanta_01,Charlotte,Atlanta,1,2,96,96 Standard hiT 7300+,F0144,Unprotected,,,,,,,,
Charlotte_Atlanta_01,Charlotte,Atlanta,1,2,96,96 Standard hiT 7300+,F0142,Unprotected,,,,,,,,
Charlotte_Atlanta_01,Charlotte,Atlanta,1,2,96,96 Standard hiT 7300+,F0140,Unprotected,,,,,,,,
Charlotte_Atlanta_01,Charlotte,Atlanta,1,2,96,96 Standard hiT 7300+,F0138,Unprotected,,,,,,,,
Atlanta_Jacksonville_01,Atlanta,Jacksonville,3,1,96,96 Standard hiT 7300+,F0149,Unprotected,,,,,,,,
Atlanta_Jacksonville_01,Atlanta,Jacksonville,3,1,96,96 Standard hiT 7300+,F0151,Unprotected,,,,,,,,
Atlanta_Jacksonville_01,Atlanta,Jacksonville,3,1,96,96 Standard hiT 7300+,F0153,Unprotected,,,,,,,,
Atlanta_Jacksonville_01,Atlanta,Jacksonville,3,1,96,96 Standard hiT 7300+,F0155,Unprotected,,,,,,,,
Atlanta_Jacksonville_01,Atlanta,Jacksonville,3,1,96,96 Standard hiT 7300+,F0157,Unprotected,,,,,,,,
Atlanta_Jacksonville_01,Atlanta,Jacksonville,3,1,96,96 Standard hiT 7300+,F0159,Unprotected,,,,,,,,
Atlanta_Jacksonville_01,Atlanta,Jacksonville,3,1,96,96 Standard hiT 7300+,F0161,Unprotected,,,,,,,,
Jacksonville_Atlanta_01,Jacksonville,Atlanta,1,3,96,96 Standard hiT 7300+,F0162,Unprotected,,,,,,,,
Jacksonville_Atlanta_01,Jacksonville,Atlanta,1,3,96,96 Standard hiT 7300+,F0160,Unprotected,,,,,,,,
Jacksonville_Atlanta_01,Jacksonville,Atlanta,1,3,96,96 Standard hiT 7300+,F0158,Unprotected,,,,,,,,
Jacksonville_Atlanta_01,Jacksonville,Atlanta,1,3,96,96 Standard hiT 7300+,F0156,Unprotected,,,,,,,,
Jacksonville_Atlanta_01,Jacksonville,Atlanta,1,3,96,96 Standard hiT 7300+,F0154,Unprotected,,,,,,,,
Jacksonville_Atlanta_01,Jacksonville,Atlanta,1,3,96,96 Standard hiT 7300+,F0152,Unprotected,,,,,,,,
Jacksonville_Atlanta_01,Jacksonville,Atlanta,1,3,96,96 Standard hiT 7300+,F0150,Unprotected,,,,,,,,
Austin_SanAntonio_01,Austin,SanAntonio,2,1,96,96 Standard hiT 7300+,F0171,Unprotected,,,,,,,,
Austin_SanAntonio_01,Austin,SanAntonio,2,1,96,96 Standard hiT 7300+,F0173,Unprotected,,,,,,,,
SanAntonio_Austin_01,SanAntonio,Austin,1,2,96,96 Standard hiT 7300+,F0174,Unprotected,,,,,,,,
SanAntonio_Austin_01,SanAntonio,Austin,1,2,96,96 Standard hiT 7300+,F0172,Unprotected,,,,,,,,
Austin_Houston_01,Austin,Houston,1,1,96,96 Standard hiT 7300+,F0163,Unprotected,,,,,,,,
Austin_Houston_01,Austin,Houston,1,1,96,96 Standard hiT 7300+,F0165,Unprotected,,,,,,,,
Austin_Houston_01,Austin,Houston,1,1,96,96 Standard hiT 7300+,F0167,Unprotected,,,,,,,,
Austin_Houston_01,Austin,Houston,1,1,96,96 Standard hiT 7300+,F0169,Unprotected,,,,,,,,
Houston_Austin_01,Houston,Austin,1,1,96,96 Standard hiT 7300+,F0170,Unprotected,,,,,,,,
Houston_Austin_01,Houston,Austin,1,1,96,96 Standard hiT 7300+,F0168,Unprotected,,,,,,,,
Houston_Austin_01,Houston,Austin,1,1,96,96 Standard hiT 7300+,F0166,Unprotected,,,,,,,,
Houston_Austin_01,Houston,Austin,1,1,96,96 Standard hiT 7300+,F0164,Unprotected,,,,,,,,
Baltimore_WashingtonDC_01,Baltimore,WashingtonDC,3,1,96,96 Standard hiT 7300+,F0191,Unprotected,,,,,,,,
WashingtonDC_Baltimore_01,WashingtonDC,Baltimore,1,3,96,96 Standard hiT 7300+,F0192,Unprotected,,,,,,,,
Baltimore_Philadelphia_01,Baltimore,Philadelphia,1,1,96,96 Standard hiT 7300+,F0175,Unprotected,,,,,,,,
Baltimore_Philadelphia_01,Baltimore,Philadelphia,1,1,96,96 Standard hiT 7300+,F0177,Unprotected,,,,,,,,
Baltimore_Philadelphia_01,Baltimore,Philadelphia,1,1,96,96 Standard hiT 7300+,F0179,Unprotected,,,,,,,,
Philadelphia_Baltimore_01,Philadelphia,Baltimore,1,1,96,96 Standard hiT 7300+,F0180,Unprotected,,,,,,,,
Philadelphia_Baltimore_01,Philadelphia,Baltimore,1,1,96,96 Standard hiT 7300+,F0178,Unprotected,,,,,,,,
Philadelphia_Baltimore_01,Philadelphia,Baltimore,1,1,96,96 Standard hiT 7300+,F0176,Unprotected,,,,,,,,
Baltimore_Pittsburgh_01,Baltimore,Pittsburgh,2,1,96,96 Standard hiT 7300+,F0181,Unprotected,,,,,,,,
Baltimore_Pittsburgh_01,Baltimore,Pittsburgh,2,1,96,96 Standard hiT 7300+,F0183,Unprotected,,,,,,,,
Baltimore_Pittsburgh_01,Baltimore,Pittsburgh,2,1,96,96 Standard hiT 7300+,F0185,Unprotected,,,,,,,,
Baltimore_Pittsburgh_01,Baltimore,Pittsburgh,2,1,96,96 Standard hiT 7300+,F0187,Unprotected,,,,,,,,
Baltimore_Pittsburgh_01,Baltimore,Pittsburgh,2,1,96,96 Standard hiT 7300+,F0189,Unprotected,,,,,,,,
Pittsburgh_Baltimore_01,Pittsburgh,Baltimore,1,2,96,96 Standard hiT 7300+,F0190,Unprotected,,,,,,,,
Pittsburgh_Baltimore_01,Pittsburgh,Baltimore,1,2,96,96 Standard hiT 7300+,F0188,Unprotected,,,,,,,,
Pittsburgh_Baltimore_01,Pittsburgh,Baltimore,1,2,96,96 Standard hiT 7300+,F0186,Unprotected,,,,,,,,
Pittsburgh_Baltimore_01,Pittsburgh,Baltimore,1,2,96,96 Standard hiT 7300+,F0184,Unprotected,,,,,,,,
Pittsburgh_Baltimore_01,Pittsburgh,Baltimore,1,2,96,96 Standard hiT 7300+,F0182,Unprotected,,,,,,,,
BatonRouge_NewOrleans_01,BatonRouge,NewOrleans,2,1,96,96 Standard hiT 7300+,F0207,Unprotected,,,,,,,,
BatonRouge_NewOrleans_01,BatonRouge,NewOrleans,2,1,96,96 Standard hiT 7300+,F0209,Unprotected,,,,,,,,
NewOrleans_BatonRouge_01,NewOrleans,BatonRouge,1,2,96,96 Standard hiT 7300+,F0210,Unprotected,,,,,,,,
NewOrleans_BatonRouge_01,NewOrleans,BatonRouge,1,2,96,96 Standard hiT 7300+,F0208,Unprotected,,,,,,,,
BatonRouge_Houston_01,BatonRouge,Houston,1,2,96,96 Standard hiT 7300+,F0193,Unprotected,,,,,,,,
BatonRouge_Houston_01,BatonRouge,Houston,1,2,96,96 Standard hiT 7300+,F0195,Unprotected,,,,,,,,
BatonRouge_Houston_01,BatonRouge,Houston,1,2,96,96 Standard hiT 7300+,F0197,Unprotected,,,,,,,,
BatonRouge_Houston_01,BatonRouge,Houston,1,2,96,96 Standard hiT 7300+,F0199,Unprotected,,,,,,,,
BatonRouge_Houston_01,BatonRouge,Houston,1,2,96,96 Standard hiT 7300+,F0201,Unprotected,,,,,,,,
BatonRouge_Houston_01,BatonRouge,Houston,1,2,96,96 Standard hiT 7300+,F0203,Unprotected,,,,,,,,
BatonRouge_Houston_01,BatonRouge,Houston,1,2,96,96 Standard hiT 7300+,F0205,Unprotected,,,,,,,,
Houston_BatonRouge_01,Houston,BatonRouge,2,1,96,96 Standard hiT 7300+,F0206,Unprotected,,,,,,,,
Houston_BatonRouge_01,Houston,BatonRouge,2,1,96,96 Standard hiT 7300+,F0204,Unprotected,,,,,,,,
Houston_BatonRouge_01,Houston,BatonRouge,2,1,96,96 Standard hiT 7300+,F0202,Unprotected,,,,,,,,
Houston_BatonRouge_01,Houston,BatonRouge,2,1,96,96 Standard hiT 7300+,F0200,Unprotected,,,,,,,,
Houston_BatonRouge_01,Houston,BatonRouge,2,1,96,96 Standard hiT 7300+,F0198,Unprotected,,,,,,,,
Houston_BatonRouge_01,Houston,BatonRouge,2,1,96,96 Standard hiT 7300+,F0196,Unprotected,,,,,,,,
Houston_BatonRouge_01,Houston,BatonRouge,2,1,96,96 Standard hiT 7300+,F0194,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0211,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0213,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0215,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0217,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0219,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0221,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0223,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0225,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0227,Unprotected,,,,,,,,
Billings_Bismarck_01,Billings,Bismarck,1,1,96,96 Standard hiT 7300+,F0229,Unprotected,,,,,,,,
Bismarck_Billings_01,Bismarck,Billings,1,1,96,96 Standard hiT 7300+,F0230,Unprotected,,,,,,,,
