#name,site,nodeType,description,systemType,code,version,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource
#Version 5.1
S0025-100,S0025,OLR,,hiT 7300+,S0025-100,5.10,,,-1,-1,-1,,,,
S0026-100,S0026,OLR,,hiT 7300+,S0026-100,5.10,,,-1,-1,-1,,,,
S0027-100,S0027,OLR,,hiT 7300+,S0027-100,5.10,,,-1,-1,-1,,,,
S0028-100,S0028,OLR,,hiT 7300+,S0028-100,5.10,,,-1,-1,-1,,,,
S0029-100,S0029,OLR,,hiT 7300+,S0029-100,5.10,,,-1,-1,-1,,,,
S0030-100,S0030,OLR,,hiT 7300+,S0030-100,5.10,,,-1,-1,-1,,,,
S0031-100,S0031,OLR,,hiT 7300+,S0031-100,5.10,,,-1,-1,-1,,,,
S0032-100,S0032,OLR,,hiT 7300+,S0032-100,5.10,,,-1,-1,-1,,,,
S0033-100,S0033,OLR,,hiT 7300+,S0033-100,5.10,,,-1,-1,-1,,,,
S0034-100,S0034,OLR,,hiT 7300+,S0034-100,5.10,,,-1,-1,-1,,,,
S0035-100,S0035,OLR,,hiT 7300+,S0035-100,5.10,,,-1,-1,-1,,,,
S0036-100,S0036,OLR,,hiT 7300+,S0036-100,5.10,,,-1,-1,-1,,,,
S0037-100,S0037,OLR,,hiT 7300+,S0037-100,5.10,,,-1,-1,-1,,,,
S0038-100,S0038,OLR,,hiT 7300+,S0038-100,5.10,,,-1,-1,-1,,,,
S0039-100,S0039,OLR,,hiT 7300+,S0039-100,5.10,,,-1,-1,-1,,,,
S0040-100,S0040,OLR,,hiT 7300+,S0040-100,5.10,,,-1,-1,-1,,,,
S0041-100,S0041,OLR,,hiT 7300+,S0041-100,5.10,,,-1,-1,-1,,,,
S0042-100,S0042,OLR,,hiT 7300+,S0042-100,5.10,,,-1,-1,-1,,,,
S0043-100,S0043,OLR,,hiT 7300+,S0043-100,5.10,,,-1,-1,-1,,,,
S0044-100,S0044,OLR,,hiT 7300+,S0044-100,5.10,,,-1,-1,-1,,,,
S0045-100,S0045,OLR,,hiT 7300+,S0045-100,5.10,,,-1,-1,-1,,,,
S0046-100,S0046,OLR,,hiT 7300+,S0046-100,5.10,,,-1,-1,-1,,,,
S0047-100,S0047,OLR,,hiT 7300+,S0047-100,5.10,,,-1,-1,-1,,,,
S0048-100,S0048,OLR,,hiT 7300+,S0048-100,5.10,,,-1,-1,-1,,,,
S0049-100,S0049,OLR,,hiT 7300+,S0049-100,5.10,,,-1,-1,-1,,,,
S0050-100,S0050,OLR,,hiT 7300+,S0050-100,5.10,,,-1,-1,-1,,,,
S0051-100,S0051,OLR,,hiT 7300+,S0051-100,5.10,,,-1,-1,-1,,,,
