#name,startNode,endNode,startDirection,endDirection,EOLchannelcount,channelplan,fibername,protection,working,protector,parameter1,parameter2,parameter3,parameter4,parameter5,dhcpPoolDomainName
#Version 5.1,,,,,,,,,,,,,,,,
0002 DWDMU 27 33,33,27,4,1,96,96 Standard hiT 7300+,F0274,Unprotected,,,,,,,,
0002 DWDMU 27 33,33,27,4,1,96,96 Standard hiT 7300+,F0269,Unprotected,,,,,,,,
0002 DWDMU 27 33,33,27,4,1,96,96 Standard hiT 7300+,F0271,Unprotected,,,,,,,,
0001 DWDMU 12 33,12,33,1,2,96,96 Standard hiT 7300+,F0011,Unprotected,,,,,,,,
0001 DWDMU 12 33,12,33,1,2,96,96 Standard hiT 7300+,F0267,Unprotected,,,,,,,,
0002 DWDMU 12 33,33,12,2,1,96,96 Standard hiT 7300+,F0268,Unprotected,,,,,,,,
0002 DWDMU 12 33,33,12,2,1,96,96 Standard hiT 7300+,F0012,Unprotected,,,,,,,,
0002 DWDMU 22 30,30,22,3,1,96,96 Standard hiT 7300+,F0015,Unprotected,,,,,,,,
0002 DWDMU 22 30,30,22,3,1,96,96 Standard hiT 7300+,F0311,Unprotected,,,,,,,,
0002 DWDMU 22 30,30,22,3,1,96,96 Standard hiT 7300+,F0313,Unprotected,,,,,,,,
0001 DWDMU 22 30,22,30,1,3,96,96 Standard hiT 7300+,F0314,Unprotected,,,,,,,,
0001 DWDMU 22 30,22,30,1,3,96,96 Standard hiT 7300+,F0312,Unprotected,,,,,,,,
0001 DWDMU 22 30,22,30,1,3,96,96 Standard hiT 7300+,F0016,Unprotected,,,,,,,,
0002 DWDMU 12 29,29,12,1,4,96,96 Standard hiT 7300+,F0053,Unprotected,,,,,,,,
0002 DWDMU 12 29,29,12,1,4,96,96 Standard hiT 7300+,F0245,Unprotected,,,,,,,,
0002 DWDMU 12 29,29,12,1,4,96,96 Standard hiT 7300+,F0247,Unprotected,,,,,,,,
0002 DWDMU 12 29,29,12,1,4,96,96 Standard hiT 7300+,F0249,Unprotected,,,,,,,,
0002 DWDMU 12 29,29,12,1,4,96,96 Standard hiT 7300+,F0251,Unprotected,,,,,,,,
0001 DWDMU 12 29,12,29,4,1,96,96 Standard hiT 7300+,F0252,Unprotected,,,,,,,,
0001 DWDMU 12 29,12,29,4,1,96,96 Standard hiT 7300+,F0250,Unprotected,,,,,,,,
0001 DWDMU 12 29,12,29,4,1,96,96 Standard hiT 7300+,F0248,Unprotected,,,,,,,,
0001 DWDMU 12 29,12,29,4,1,96,96 Standard hiT 7300+,F0246,Unprotected,,,,,,,,
0001 DWDMU 12 29,12,29,4,1,96,96 Standard hiT 7300+,F0054,Unprotected,,,,,,,,
0001 DWDMU 12 32,12,32,3,1,96,96 Standard hiT 7300+,F0051,Unprotected,,,,,,,,
0001 DWDMU 12 32,12,32,3,1,96,96 Standard hiT 7300+,F0265,Unprotected,,,,,,,,
0002 DWDMU 12 32,32,12,1,3,96,96 Standard hiT 7300+,F0266,Unprotected,,,,,,,,
0002 DWDMU 12 32,32,12,1,3,96,96 Standard hiT 7300+,F0052,Unprotected,,,,,,,,
0001 DWDMU 16 29,16,29,1,3,96,96 Standard hiT 7300+,F0073,Unprotected,,,,,,,,
0001 DWDMU 16 29,16,29,1,3,96,96 Standard hiT 7300+,F0229,Unprotected,,,,,,,,
0001 DWDMU 16 29,16,29,1,3,96,96 Standard hiT 7300+,F0231,Unprotected,,,,,,,,
0002 DWDMU 16 29,29,16,3,1,96,96 Standard hiT 7300+,F0232,Unprotected,,,,,,,,
0002 DWDMU 16 29,29,16,3,1,96,96 Standard hiT 7300+,F0230,Unprotected,,,,,,,,
0002 DWDMU 16 29,29,16,3,1,96,96 Standard hiT 7300+,F0074,Unprotected,,,,,,,,
0001 DWDMU 25 29,25,29,3,4,96,96 Standard hiT 7300+,F0097,Unprotected,,,,,,,,
0001 DWDMU 25 29,25,29,3,4,96,96 Standard hiT 7300+,F0233,Unprotected,,,,,,,,
0001 DWDMU 25 29,25,29,3,4,96,96 Standard hiT 7300+,F0235,Unprotected,,,,,,,,
0001 DWDMU 25 29,25,29,3,4,96,96 Standard hiT 7300+,F0237,Unprotected,,,,,,,,
0002 DWDMU 25 29,29,25,4,3,96,96 Standard hiT 7300+,F0238,Unprotected,,,,,,,,
0002 DWDMU 25 29,29,25,4,3,96,96 Standard hiT 7300+,F0236,Unprotected,,,,,,,,
0002 DWDMU 25 29,29,25,4,3,96,96 Standard hiT 7300+,F0234,Unprotected,,,,,,,,
0002 DWDMU 25 29,29,25,4,3,96,96 Standard hiT 7300+,F0098,Unprotected,,,,,,,,
0002 DWDMU 14 29,29,14,2,3,96,96 Standard hiT 7300+,F0067,Unprotected,,,,,,,,
0002 DWDMU 14 29,29,14,2,3,96,96 Standard hiT 7300+,F0239,Unprotected,,,,,,,,
0001 DWDMU 14 29,14,29,3,2,96,96 Standard hiT 7300+,F0240,Unprotected,,,,,,,,
0001 DWDMU 14 29,14,29,3,2,96,96 Standard hiT 7300+,F0068,Unprotected,,,,,,,,
0001 DWDMU 14 5,14,5,4,1,96,96 Standard hiT 7300+,F0203,Unprotected,,,,,,,,
0001 DWDMU 14 5,14,5,4,1,96,96 Standard hiT 7300+,F0070,Unprotected,,,,,,,,
0002 DWDMU 14 5,5,14,1,4,96,96 Standard hiT 7300+,F0069,Unprotected,,,,,,,,
0002 DWDMU 14 5,5,14,1,4,96,96 Standard hiT 7300+,F0204,Unprotected,,,,,,,,
0001 DWDMU 14 28,14,28,2,3,96,96 Standard hiT 7300+,F0063,Unprotected,,,,,,,,
0001 DWDMU 14 28,14,28,2,3,96,96 Standard hiT 7300+,F0241,Unprotected,,,,,,,,
0001 DWDMU 14 28,14,28,2,3,96,96 Standard hiT 7300+,F0243,Unprotected,,,,,,,,
0002 DWDMU 14 28,28,14,3,2,96,96 Standard hiT 7300+,F0244,Unprotected,,,,,,,,
0002 DWDMU 14 28,28,14,3,2,96,96 Standard hiT 7300+,F0242,Unprotected,,,,,,,,
0002 DWDMU 14 28,28,14,3,2,96,96 Standard hiT 7300+,F0064,Unprotected,,,,,,,,
0001 DWDMU 14 32,14,32,1,5,96,96 Standard hiT 7300+,F0061,Unprotected,,,,,,,,
0001 DWDMU 14 32,14,32,1,5,96,96 Standard hiT 7300+,F0253,Unprotected,,,,,,,,
0001 DWDMU 14 32,14,32,1,5,96,96 Standard hiT 7300+,F0255,Unprotected,,,,,,,,
0001 DWDMU 14 32,14,32,1,5,96,96 Standard hiT 7300+,F0257,Unprotected,,,,,,,,
0001 DWDMU 14 32,14,32,1,5,96,96 Standard hiT 7300+,F0259,Unprotected,,,,,,,,
0002 DWDMU 14 32,32,14,5,1,96,96 Standard hiT 7300+,F0260,Unprotected,,,,,,,,
0002 DWDMU 14 32,32,14,5,1,96,96 Standard hiT 7300+,F0258,Unprotected,,,,,,,,
0002 DWDMU 14 32,32,14,5,1,96,96 Standard hiT 7300+,F0256,Unprotected,,,,,,,,
0002 DWDMU 14 32,32,14,5,1,96,96 Standard hiT 7300+,F0254,Unprotected,,,,,,,,
0002 DWDMU 14 32,32,14,5,1,96,96 Standard hiT 7300+,F0062,Unprotected,,,,,,,,
0001 DWDMU 2 28,2,28,2,1,96,96 Standard hiT 7300+,F0049,Unprotected,,,,,,,,
0001 DWDMU 2 28,2,28,2,1,96,96 Standard hiT 7300+,F0149,Unprotected,,,,,,,,
0001 DWDMU 2 28,2,28,2,1,96,96 Standard hiT 7300+,F0151,Unprotected,,,,,,,,
0002 DWDMU 2 28,28,2,1,2,96,96 Standard hiT 7300+,F0152,Unprotected,,,,,,,,
0002 DWDMU 2 28,28,2,1,2,96,96 Standard hiT 7300+,F0150,Unprotected,,,,,,,,
0002 DWDMU 2 28,28,2,1,2,96,96 Standard hiT 7300+,F0050,Unprotected,,,,,,,,
0001 DWDMU 28 32,28,32,2,4,96,96 Standard hiT 7300+,F0059,Unprotected,,,,,,,,
0001 DWDMU 28 32,28,32,2,4,96,96 Standard hiT 7300+,F0261,Unprotected,,,,,,,,
0001 DWDMU 28 32,28,32,2,4,96,96 Standard hiT 7300+,F0263,Unprotected,,,,,,,,
0002 DWDMU 28 32,32,28,4,2,96,96 Standard hiT 7300+,F0264,Unprotected,,,,,,,,
0002 DWDMU 28 32,32,28,4,2,96,96 Standard hiT 7300+,F0262,Unprotected,,,,,,,,
0002 DWDMU 28 32,32,28,4,2,96,96 Standard hiT 7300+,F0060,Unprotected,,,,,,,,
0002 DWDMU 2 31,31,2,1,3,96,96 Standard hiT 7300+,F0065,Unprotected,,,,,,,,
0002 DWDMU 2 31,31,2,1,3,96,96 Standard hiT 7300+,F0147,Unprotected,,,,,,,,
0001 DWDMU 2 31,2,31,3,1,96,96 Standard hiT 7300+,F0148,Unprotected,,,,,,,,
0001 DWDMU 2 31,2,31,3,1,96,96 Standard hiT 7300+,F0066,Unprotected,,,,,,,,
0001 DWDMU 2 27,2,27,1,2,96,96 Standard hiT 7300+,F0047,Unprotected,,,,,,,,
0001 DWDMU 2 27,2,27,1,2,96,96 Standard hiT 7300+,F0153,Unprotected,,,,,,,,
0001 DWDMU 2 27,2,27,1,2,96,96 Standard hiT 7300+,F0155,Unprotected,,,,,,,,
0002 DWDMU 2 27,27,2,2,1,96,96 Standard hiT 7300+,F0156,Unprotected,,,,,,,,
0002 DWDMU 2 27,27,2,2,1,96,96 Standard hiT 7300+,F0154,Unprotected,,,,,,,,
0002 DWDMU 2 27,27,2,2,1,96,96 Standard hiT 7300+,F0048,Unprotected,,,,,,,,
0001 DWDMU 10 31,10,31,1,3,96,96 Standard hiT 7300+,F0110,Unprotected,,,,,,,,
0001 DWDMU 10 31,10,31,1,3,96,96 Standard hiT 7300+,F0189,Unprotected,,,,,,,,
0001 DWDMU 10 31,10,31,1,3,96,96 Standard hiT 7300+,F0191,Unprotected,,,,,,,,
0001 DWDMU 10 31,10,31,1,3,96,96 Standard hiT 7300+,F0193,Unprotected,,,,,,,,
0002 DWDMU 10 31,31,10,3,1,96,96 Standard hiT 7300+,F0194,Unprotected,,,,,,,,
0002 DWDMU 10 31,31,10,3,1,96,96 Standard hiT 7300+,F0192,Unprotected,,,,,,,,
0002 DWDMU 10 31,31,10,3,1,96,96 Standard hiT 7300+,F0190,Unprotected,,,,,,,,
0002 DWDMU 10 31,31,10,3,1,96,96 Standard hiT 7300+,F0109,Unprotected,,,,,,,,
0002 DWDMU 31 5,5,31,2,2,96,96 Standard hiT 7300+,F0071,Unprotected,,,,,,,,
0002 DWDMU 31 5,5,31,2,2,96,96 Standard hiT 7300+,F0199,Unprotected,,,,,,,,
0002 DWDMU 31 5,5,31,2,2,96,96 Standard hiT 7300+,F0201,Unprotected,,,,,,,,
0001 DWDMU 31 5,31,5,2,2,96,96 Standard hiT 7300+,F0202,Unprotected,,,,,,,,
0001 DWDMU 31 5,31,5,2,2,96,96 Standard hiT 7300+,F0200,Unprotected,,,,,,,,
0001 DWDMU 31 5,31,5,2,2,96,96 Standard hiT 7300+,F0072,Unprotected,,,,,,,,
0004 DWDMU 10 43,43,10,1,2,96,96 Standard hiT 7300+,F0111,Unprotected,,,,,,,,
0003 DWDMU 10 43,10,43,2,1,96,96 Standard hiT 7300+,F0112,Unprotected,,,,,,,,
0004 DWDMU 26 43,43,26,2,2,96,96 Standard hiT 7300+,F0113,Unprotected,,,,,,,,
0003 DWDMU 26 43,26,43,2,2,96,96 Standard hiT 7300+,F0114,Unprotected,,,,,,,,
0002 DWDMU 43 6,6,43,3,4,96,96 Standard hiT 7300+,F0129,Unprotected,,,,,,,,
0002 DWDMU 43 6,6,43,3,4,96,96 Standard hiT 7300+,F0181,Unprotected,,,,,,,,
0001 DWDMU 43 6,43,6,4,3,96,96 Standard hiT 7300+,F0182,Unprotected,,,,,,,,
0001 DWDMU 43 6,43,6,4,3,96,96 Standard hiT 7300+,F0130,Unprotected,,,,,,,,
0002 DWDMU 40 43,43,40,3,2,96,96 Standard hiT 7300+,F0127,Unprotected,,,,,,,,
0002 DWDMU 40 43,43,40,3,2,96,96 Standard hiT 7300+,F0185,Unprotected,,,,,,,,
0002 DWDMU 40 43,43,40,3,2,96,96 Standard hiT 7300+,F0187,Unprotected,,,,,,,,
0001 DWDMU 40 43,40,43,2,3,96,96 Standard hiT 7300+,F0188,Unprotected,,,,,,,,
0001 DWDMU 40 43,40,43,2,3,96,96 Standard hiT 7300+,F0186,Unprotected,,,,,,,,
0001 DWDMU 40 43,40,43,2,3,96,96 Standard hiT 7300+,F0128,Unprotected,,,,,,,,
0003 DWDMU 10 26,10,26,3,1,96,96 Standard hiT 7300+,F0131,Unprotected,,,,,,,,
0004 DWDMU 10 26,26,10,1,3,96,96 Standard hiT 7300+,F0132,Unprotected,,,,,,,,
0004 DWDMU 21 5,5,21,3,1,96,96 Standard hiT 7300+,F0091,Unprotected,,,,,,,,
0003 DWDMU 21 5,21,5,1,3,96,96 Standard hiT 7300+,F0092,Unprotected,,,,,,,,
0002 DWDMU 26 5,5,26,4,4,96,96 Standard hiT 7300+,F0135,Unprotected,,,,,,,,
0002 DWDMU 26 5,5,26,4,4,96,96 Standard hiT 7300+,F0197,Unprotected,,,,,,,,
0001 DWDMU 26 5,26,5,4,4,96,96 Standard hiT 7300+,F0198,Unprotected,,,,,,,,
0001 DWDMU 26 5,26,5,4,4,96,96 Standard hiT 7300+,F0136,Unprotected,,,,,,,,
0002 DWDMU 21 25,25,21,2,2,96,96 Standard hiT 7300+,F0095,Unprotected,,,,,,,,
0002 DWDMU 21 25,25,21,2,2,96,96 Standard hiT 7300+,F0205,Unprotected,,,,,,,,
0001 DWDMU 21 25,21,25,2,2,96,96 Standard hiT 7300+,F0206,Unprotected,,,,,,,,
0001 DWDMU 21 25,21,25,2,2,96,96 Standard hiT 7300+,F0096,Unprotected,,,,,,,,
0001 DWDMU 21 44,21,44,3,4,96,96 Standard hiT 7300+,F0115,Unprotected,,,,,,,,
0001 DWDMU 21 44,21,44,3,4,96,96 Standard hiT 7300+,F0375,Unprotected,,,,,,,,
0001 DWDMU 21 44,21,44,3,4,96,96 Standard hiT 7300+,F0377,Unprotected,,,,,,,,
0002 DWDMU 21 44,44,21,4,3,96,96 Standard hiT 7300+,F0378,Unprotected,,,,,,,,
0002 DWDMU 21 44,44,21,4,3,96,96 Standard hiT 7300+,F0376,Unprotected,,,,,,,,
0002 DWDMU 21 44,44,21,4,3,96,96 Standard hiT 7300+,F0116,Unprotected,,,,,,,,
0002 DWDMU 40 42,42,40,2,1,96,96 Standard hiT 7300+,F0125,Unprotected,,,,,,,,
0002 DWDMU 40 42,42,40,2,1,96,96 Standard hiT 7300+,F0183,Unprotected,,,,,,,,
0001 DWDMU 40 42,40,42,1,2,96,96 Standard hiT 7300+,F0184,Unprotected,,,,,,,,
0001 DWDMU 40 42,40,42,1,2,96,96 Standard hiT 7300+,F0126,Unprotected,,,,,,,,
0002 DWDMU 42 6,6,42,2,1,96,96 Standard hiT 7300+,F0123,Unprotected,,,,,,,,
0002 DWDMU 42 6,6,42,2,1,96,96 Standard hiT 7300+,F0179,Unprotected,,,,,,,,
0001 DWDMU 42 6,42,6,1,2,96,96 Standard hiT 7300+,F0180,Unprotected,,,,,,,,
0001 DWDMU 42 6,42,6,1,2,96,96 Standard hiT 7300+,F0124,Unprotected,,,,,,,,
0003 DWDMU 16 35,16,35,2,1,96,96 Standard hiT 7300+,F0075,Unprotected,,,,,,,,
0004 DWDMU 16 35,35,16,1,2,96,96 Standard hiT 7300+,F0076,Unprotected,,,,,,,,
0001 DWDMU 1 16,1,16,1,3,96,96 Standard hiT 7300+,F0077,Unprotected,,,,,,,,
0001 DWDMU 1 16,1,16,1,3,96,96 Standard hiT 7300+,F0145,Unprotected,,,,,,,,
0002 DWDMU 1 16,16,1,3,1,96,96 Standard hiT 7300+,F0146,Unprotected,,,,,,,,
0002 DWDMU 1 16,16,1,3,1,96,96 Standard hiT 7300+,F0078,Unprotected,,,,,,,,
0002 DWDMU 16 41,41,16,1,4,96,96 Standard hiT 7300+,F0079,Unprotected,,,,,,,,
0002 DWDMU 16 41,41,16,1,4,96,96 Standard hiT 7300+,F0217,Unprotected,,,,,,,,
0001 DWDMU 16 41,16,41,4,1,96,96 Standard hiT 7300+,F0218,Unprotected,,,,,,,,
0001 DWDMU 16 41,16,41,4,1,96,96 Standard hiT 7300+,F0080,Unprotected,,,,,,,,
0002 DWDMU 35 38,38,35,1,2,96,96 Standard hiT 7300+,F0081,Unprotected,,,,,,,,
0002 DWDMU 35 38,38,35,1,2,96,96 Standard hiT 7300+,F0219,Unprotected,,,,,,,,
0002 DWDMU 35 38,38,35,1,2,96,96 Standard hiT 7300+,F0221,Unprotected,,,,,,,,
0001 DWDMU 35 38,35,38,2,1,96,96 Standard hiT 7300+,F0222,Unprotected,,,,,,,,
0001 DWDMU 35 38,35,38,2,1,96,96 Standard hiT 7300+,F0220,Unprotected,,,,,,,,
0001 DWDMU 35 38,35,38,2,1,96,96 Standard hiT 7300+,F0082,Unprotected,,,,,,,,
0002 DWDMU 1 38,38,1,2,2,96,96 Standard hiT 7300+,F0083,Unprotected,,,,,,,,
0002 DWDMU 1 38,38,1,2,2,96,96 Standard hiT 7300+,F0143,Unprotected,,,,,,,,
0001 DWDMU 1 38,1,38,2,2,96,96 Standard hiT 7300+,F0144,Unprotected,,,,,,,,
0001 DWDMU 1 38,1,38,2,2,96,96 Standard hiT 7300+,F0084,Unprotected,,,,,,,,
0001 DWDMU 19 38,19,38,1,3,96,96 Standard hiT 7300+,F0087,Unprotected,,,,,,,,
0001 DWDMU 19 38,19,38,1,3,96,96 Standard hiT 7300+,F0223,Unprotected,,,,,,,,
0001 DWDMU 19 38,19,38,1,3,96,96 Standard hiT 7300+,F0225,Unprotected,,,,,,,,
0002 DWDMU 19 38,38,19,3,1,96,96 Standard hiT 7300+,F0226,Unprotected,,,,,,,,
0002 DWDMU 19 38,38,19,3,1,96,96 Standard hiT 7300+,F0224,Unprotected,,,,,,,,
0002 DWDMU 19 38,38,19,3,1,96,96 Standard hiT 7300+,F0088,Unprotected,,,,,,,,
0003 DWDMU 1 41,1,41,3,2,96,96 Standard hiT 7300+,F0085,Unprotected,,,,,,,,
0004 DWDMU 1 41,41,1,2,3,96,96 Standard hiT 7300+,F0086,Unprotected,,,,,,,,
0002 DWDMU 25 41,41,25,3,1,96,96 Standard hiT 7300+,F0093,Unprotected,,,,,,,,
0002 DWDMU 25 41,41,25,3,1,96,96 Standard hiT 7300+,F0215,Unprotected,,,,,,,,
0001 DWDMU 25 41,25,41,1,3,96,96 Standard hiT 7300+,F0216,Unprotected,,,,,,,,
0001 DWDMU 25 41,25,41,1,3,96,96 Standard hiT 7300+,F0094,Unprotected,,,,,,,,
0001 DWDMU 19 41,19,41,3,4,96,96 Standard hiT 7300+,F0101,Unprotected,,,,,,,,
0001 DWDMU 19 41,19,41,3,4,96,96 Standard hiT 7300+,F0227,Unprotected,,,,,,,,
0002 DWDMU 19 41,41,19,4,3,96,96 Standard hiT 7300+,F0228,Unprotected,,,,,,,,
0002 DWDMU 19 41,41,19,4,3,96,96 Standard hiT 7300+,F0102,Unprotected,,,,,,,,
0003 DWDMU 19 20,19,20,2,1,96,96 Standard hiT 7300+,F0089,Unprotected,,,,,,,,
0004 DWDMU 19 20,20,19,1,2,96,96 Standard hiT 7300+,F0090,Unprotected,,,,,,,,
0003 DWDMU 20 8,20,8,3,1,96,96 Standard hiT 7300+,F0103,Unprotected,,,,,,,,
0004 DWDMU 20 8,8,20,1,3,96,96 Standard hiT 7300+,F0104,Unprotected,,,,,,,,
0001 DWDMU 20 25,20,25,2,4,96,96 Standard hiT 7300+,F0099,Unprotected,,,,,,,,
0001 DWDMU 20 25,20,25,2,4,96,96 Standard hiT 7300+,F0207,Unprotected,,,,,,,,
0002 DWDMU 20 25,25,20,4,2,96,96 Standard hiT 7300+,F0208,Unprotected,,,,,,,,
0002 DWDMU 20 25,25,20,4,2,96,96 Standard hiT 7300+,F0100,Unprotected,,,,,,,,
0001 DWDMU 20 44,20,44,4,3,96,96 Standard hiT 7300+,F0137,Unprotected,,,,,,,,
0001 DWDMU 20 44,20,44,4,3,96,96 Standard hiT 7300+,F0209,Unprotected,,,,,,,,
0001 DWDMU 20 44,20,44,4,3,96,96 Standard hiT 7300+,F0211,Unprotected,,,,,,,,
0002 DWDMU 20 44,44,20,3,4,96,96 Standard hiT 7300+,F0212,Unprotected,,,,,,,,
0002 DWDMU 20 44,44,20,3,4,96,96 Standard hiT 7300+,F0210,Unprotected,,,,,,,,
0002 DWDMU 20 44,44,20,3,4,96,96 Standard hiT 7300+,F0138,Unprotected,,,,,,,,
0004 DWDMU 7 8,8,7,2,1,96,96 Standard hiT 7300+,F0105,Unprotected,,,,,,,,
0003 DWDMU 7 8,7,8,1,2,96,96 Standard hiT 7300+,F0106,Unprotected,,,,,,,,
0002 DWDMU 44 7,7,44,2,1,96,96 Standard hiT 7300+,F0107,Unprotected,,,,,,,,
0002 DWDMU 44 7,7,44,2,1,96,96 Standard hiT 7300+,F0213,Unprotected,,,,,,,,
0001 DWDMU 44 7,44,7,1,2,96,96 Standard hiT 7300+,F0214,Unprotected,,,,,,,,
0001 DWDMU 44 7,44,7,1,2,96,96 Standard hiT 7300+,F0108,Unprotected,,,,,,,,
0001 DWDMU 4 44,4,44,1,5,96,96 Standard hiT 7300+,F0117,Unprotected,,,,,,,,
0001 DWDMU 4 44,4,44,1,5,96,96 Standard hiT 7300+,F0171,Unprotected,,,,,,,,
0001 DWDMU 4 44,4,44,1,5,96,96 Standard hiT 7300+,F0173,Unprotected,,,,,,,,
0002 DWDMU 4 44,44,4,5,1,96,96 Standard hiT 7300+,F0174,Unprotected,,,,,,,,
0002 DWDMU 4 44,44,4,5,1,96,96 Standard hiT 7300+,F0172,Unprotected,,,,,,,,
